,usia,gender,gaji,anak
5035,32,P,1-3jt,1
5036,26,P,3-5jt,1
5037,27,L,1-3jt,1
5038,17,P,5-10jt,5
5039,35,P,3-5jt,4
5040,40,P,3-5jt,6
5041,50,L,5-10jt,4
5042,31,L,3-5jt,1
5043,17,L,3-5jt,6
5044,30,P,3-5jt,3
5045,49,L,1-3jt,2
5046,37,P,1-3jt,3
5047,19,P,3-5jt,0
5048,43,P,1-3jt,6
5049,47,L,3-5jt,6
5050,22,L,5-10jt,5
5051,52,P,1-3jt,3
5052,51,P,1-3jt,5
5053,50,P,3-5jt,3
5054,34,L,5-10jt,2
5055,54,P,5-10jt,4
5056,25,P,1-3jt,0
5057,41,P,5-10jt,6
5058,41,P,3-5jt,6
5059,38,P,3-5jt,0
5060,37,P,1-3jt,6
5061,20,P,5-10jt,6
5062,44,L,5-10jt,0
5063,33,L,5-10jt,2
5064,31,L,5-10jt,2
5065,36,L,1-3jt,1
5066,17,L,3-5jt,5
5067,17,P,1-3jt,5
5068,57,L,1-3jt,2
5069,51,P,3-5jt,6
5070,43,P,5-10jt,0
5071,38,P,1-3jt,3
5072,50,P,3-5jt,5
5073,44,P,1-3jt,1
5074,53,P,5-10jt,5
5075,28,P,5-10jt,0
5076,26,P,3-5jt,2
5077,42,P,3-5jt,2
5078,35,L,5-10jt,4
5079,44,L,1-3jt,2
5080,34,P,3-5jt,3
5081,28,P,5-10jt,6
5082,28,P,1-3jt,5
5083,29,L,3-5jt,0
5084,42,P,1-3jt,1
5085,28,L,5-10jt,0
5086,51,P,5-10jt,1
5087,23,P,5-10jt,1
5088,33,L,5-10jt,5
5089,22,P,3-5jt,6
5090,28,P,1-3jt,0
5091,43,P,3-5jt,1
5092,50,P,1-3jt,1
5093,58,L,1-3jt,4
5094,18,P,5-10jt,3
5095,38,P,5-10jt,1
5096,32,P,3-5jt,1
5097,29,P,1-3jt,3
5098,55,L,1-3jt,0
5099,38,P,3-5jt,1
5100,26,P,1-3jt,5
5101,26,L,3-5jt,1
5102,57,L,3-5jt,3
5103,35,P,1-3jt,6
5104,17,P,3-5jt,0
5105,60,P,1-3jt,3
5106,55,L,3-5jt,5
5107,50,P,1-3jt,5
5108,21,L,5-10jt,3
5109,35,P,1-3jt,5
5110,33,L,1-3jt,4
5111,37,L,5-10jt,2
5112,38,P,5-10jt,5
5113,50,L,5-10jt,0
5114,57,L,5-10jt,6
5115,46,P,3-5jt,4
5116,26,P,1-3jt,2
5117,34,P,3-5jt,4
5118,57,L,3-5jt,2
5119,42,L,3-5jt,6
5120,60,P,5-10jt,0
5121,60,P,5-10jt,0
5122,47,L,1-3jt,2
5123,53,L,5-10jt,3
5124,18,P,1-3jt,5
5125,53,L,3-5jt,1
5126,18,L,1-3jt,2
5127,47,P,3-5jt,1
5128,32,P,3-5jt,0
5129,49,P,5-10jt,2
5130,36,P,5-10jt,6
5131,19,P,1-3jt,5
5132,46,P,1-3jt,1
5133,45,P,3-5jt,1
5134,53,L,3-5jt,4
5135,54,L,1-3jt,1
5136,41,P,1-3jt,4
5137,31,P,1-3jt,0
5138,19,L,5-10jt,2
5139,41,L,5-10jt,1
5140,60,L,1-3jt,2
5141,39,L,5-10jt,1
5142,21,P,1-3jt,4
5143,18,P,5-10jt,4
5144,34,P,3-5jt,3
5145,19,P,5-10jt,3
5146,60,P,1-3jt,0
5147,28,P,1-3jt,6
5148,26,L,3-5jt,2
5149,60,L,5-10jt,4
5150,60,L,5-10jt,6
5151,60,L,1-3jt,1
5152,58,L,5-10jt,3
5153,55,L,5-10jt,0
5154,17,L,5-10jt,2
5155,38,P,3-5jt,6
5156,38,L,5-10jt,3
5157,31,P,5-10jt,0
5158,17,P,1-3jt,3
5159,51,P,5-10jt,5
5160,59,L,3-5jt,0
5161,51,P,1-3jt,4
5162,32,P,3-5jt,2
5163,57,L,3-5jt,2
5164,28,P,1-3jt,4
5165,52,P,5-10jt,3
5166,34,L,5-10jt,2
5167,21,P,3-5jt,3
5168,54,P,3-5jt,2
5169,47,P,5-10jt,0
5170,41,P,3-5jt,1
5171,38,P,1-3jt,6
5172,59,P,5-10jt,0
5173,59,P,5-10jt,1
5174,43,P,1-3jt,1
5175,54,L,5-10jt,6
5176,18,L,1-3jt,0
5177,31,P,1-3jt,6
5178,26,L,5-10jt,2
5179,25,L,3-5jt,2
5180,18,L,5-10jt,6
5181,28,P,5-10jt,4
5182,34,P,3-5jt,3
5183,20,L,1-3jt,6
5184,40,P,1-3jt,1
5185,28,P,3-5jt,3
5186,58,L,5-10jt,0
5187,18,L,5-10jt,0
5188,53,P,3-5jt,4
5189,56,P,3-5jt,2
5190,42,P,3-5jt,5
5191,30,L,1-3jt,2
5192,47,L,1-3jt,1
5193,39,P,1-3jt,3
5194,28,P,1-3jt,2
5195,40,L,1-3jt,5
5196,24,P,3-5jt,4
5197,32,P,3-5jt,1
5198,26,L,3-5jt,1
5199,31,L,5-10jt,4
5200,30,L,1-3jt,1
5201,19,L,5-10jt,2
5202,48,P,3-5jt,1
5203,60,P,3-5jt,1
5204,30,P,1-3jt,5
5205,28,P,1-3jt,4
5206,21,P,1-3jt,6
5207,45,P,1-3jt,6
5208,17,P,1-3jt,6
5209,39,P,3-5jt,0
5210,32,P,1-3jt,5
5211,26,P,1-3jt,3
5212,21,L,1-3jt,5
5213,23,P,3-5jt,2
5214,18,L,5-10jt,2
5215,46,L,3-5jt,2
5216,35,P,1-3jt,6
5217,32,L,5-10jt,5
5218,33,P,1-3jt,1
5219,22,L,1-3jt,1
5220,55,L,1-3jt,5
5221,54,P,3-5jt,5
5222,29,L,5-10jt,4
5223,51,L,1-3jt,1
5224,45,P,3-5jt,2
5225,24,P,1-3jt,4
5226,33,L,5-10jt,6
5227,17,P,1-3jt,2
5228,25,L,5-10jt,2
5229,29,L,5-10jt,3
5230,43,L,1-3jt,0
5231,46,L,1-3jt,6
5232,41,P,5-10jt,5
5233,30,L,5-10jt,3
5234,50,L,1-3jt,3
5235,51,L,3-5jt,4
5236,51,P,1-3jt,6
5237,51,P,3-5jt,1
5238,18,L,5-10jt,5
5239,41,L,5-10jt,1
5240,41,L,1-3jt,4
5241,42,L,3-5jt,0
5242,28,P,5-10jt,0
5243,40,L,1-3jt,6
5244,26,P,3-5jt,1
5245,20,L,5-10jt,2
5246,48,P,3-5jt,2
5247,57,L,1-3jt,0
5248,43,P,3-5jt,1
5249,44,L,5-10jt,1
5250,52,L,5-10jt,3
5251,53,L,5-10jt,5
5252,20,P,1-3jt,5
5253,28,L,1-3jt,5
5254,47,L,1-3jt,0
5255,58,L,5-10jt,4
5256,17,L,3-5jt,6
5257,23,P,3-5jt,4
5258,44,P,5-10jt,3
5259,41,L,1-3jt,3
5260,48,P,3-5jt,2
5261,23,L,1-3jt,2
5262,52,P,1-3jt,1
5263,57,P,1-3jt,3
5264,53,P,3-5jt,2
5265,58,L,1-3jt,3
5266,42,L,3-5jt,4
5267,40,L,5-10jt,5
5268,59,L,5-10jt,4
5269,31,P,1-3jt,6
5270,32,L,3-5jt,5
5271,32,L,1-3jt,5
5272,40,L,1-3jt,6
5273,46,P,5-10jt,5
5274,33,L,3-5jt,3
5275,40,P,1-3jt,1
5276,23,P,1-3jt,2
5277,25,L,3-5jt,1
5278,43,L,3-5jt,2
5279,26,P,3-5jt,3
5280,43,P,3-5jt,0
5281,28,P,3-5jt,1
5282,19,L,3-5jt,0
5283,37,P,1-3jt,1
5284,44,L,1-3jt,3
5285,27,L,5-10jt,1
5286,52,L,3-5jt,2
5287,43,L,1-3jt,1
5288,41,P,3-5jt,0
5289,27,P,3-5jt,5
5290,22,P,1-3jt,4
5291,48,L,1-3jt,4
5292,22,L,5-10jt,6
5293,51,P,1-3jt,5
5294,55,L,5-10jt,0
5295,52,P,1-3jt,5
5296,52,L,1-3jt,2
5297,50,L,1-3jt,1
5298,28,P,5-10jt,2
5299,41,L,5-10jt,5
5300,44,P,1-3jt,5
5301,46,L,1-3jt,4
5302,56,P,5-10jt,4
5303,51,P,5-10jt,5
5304,18,L,3-5jt,5
5305,59,L,3-5jt,3
5306,49,P,5-10jt,3
5307,47,P,1-3jt,2
5308,58,P,5-10jt,5
5309,41,P,5-10jt,4
5310,51,L,5-10jt,4
5311,51,L,3-5jt,2
5312,29,P,5-10jt,5
5313,40,L,3-5jt,1
5314,37,L,1-3jt,1
5315,30,L,1-3jt,1
5316,29,L,5-10jt,1
5317,55,L,3-5jt,1
5318,25,P,5-10jt,3
5319,58,P,5-10jt,0
5320,18,L,3-5jt,1
5321,32,P,1-3jt,0
5322,59,L,5-10jt,6
5323,56,P,1-3jt,5
5324,46,P,1-3jt,0
5325,50,L,5-10jt,0
5326,44,P,1-3jt,2
5327,18,L,5-10jt,5
5328,44,P,3-5jt,1
5329,59,P,5-10jt,6
5330,23,L,3-5jt,4
5331,48,L,3-5jt,5
5332,47,L,3-5jt,4
5333,27,L,5-10jt,0
5334,55,L,5-10jt,6
5335,56,L,3-5jt,6
5336,24,L,3-5jt,4
5337,57,P,5-10jt,4
5338,54,L,1-3jt,3
5339,32,P,3-5jt,0
5340,41,P,1-3jt,1
5341,38,L,5-10jt,3
5342,21,P,5-10jt,3
5343,21,P,1-3jt,6
5344,45,L,3-5jt,2
5345,31,L,1-3jt,6
5346,53,L,5-10jt,3
5347,58,L,3-5jt,4
5348,37,L,1-3jt,5
5349,53,P,1-3jt,1
5350,41,P,3-5jt,5
5351,17,P,3-5jt,5
5352,32,L,3-5jt,3
5353,57,P,1-3jt,4
5354,24,L,3-5jt,0
5355,24,P,3-5jt,0
5356,53,P,5-10jt,5
5357,57,L,3-5jt,1
5358,49,L,1-3jt,0
5359,27,L,1-3jt,0
5360,20,L,3-5jt,0
5361,48,L,5-10jt,2
5362,19,P,5-10jt,6
5363,40,P,1-3jt,3
5364,20,L,3-5jt,2
5365,19,L,3-5jt,5
5366,30,P,3-5jt,6
5367,23,P,5-10jt,4
5368,41,P,1-3jt,1
5369,49,L,1-3jt,5
5370,17,L,5-10jt,1
5371,21,P,3-5jt,0
5372,23,L,3-5jt,0
5373,26,L,5-10jt,6
5374,56,P,5-10jt,6
5375,47,P,3-5jt,2
5376,37,L,1-3jt,2
5377,31,L,1-3jt,5
5378,20,P,1-3jt,3
5379,32,L,1-3jt,6
5380,52,L,1-3jt,3
5381,33,P,5-10jt,5
5382,21,P,1-3jt,4
5383,21,L,5-10jt,3
5384,23,L,1-3jt,4
5385,57,P,1-3jt,4
5386,47,L,3-5jt,5
5387,28,L,1-3jt,6
5388,52,L,1-3jt,6
5389,60,P,5-10jt,5
5390,18,P,1-3jt,2
5391,22,P,3-5jt,2
5392,59,P,5-10jt,3
5393,58,L,5-10jt,2
5394,50,L,3-5jt,2
5395,32,L,5-10jt,5
5396,46,P,3-5jt,5
5397,33,P,5-10jt,4
5398,56,L,1-3jt,6
5399,17,P,3-5jt,5
5400,17,P,3-5jt,1
5401,18,P,1-3jt,3
5402,60,L,5-10jt,0
5403,57,L,1-3jt,2
5404,26,P,1-3jt,3
5405,41,L,1-3jt,2
5406,48,P,3-5jt,3
5407,41,P,1-3jt,5
5408,42,L,5-10jt,4
5409,53,P,5-10jt,5
5410,50,L,5-10jt,5
5411,41,P,1-3jt,6
5412,56,L,5-10jt,2
5413,28,P,3-5jt,4
5414,37,L,1-3jt,0
5415,36,P,5-10jt,2
5416,43,P,1-3jt,4
5417,48,P,3-5jt,4
5418,53,P,3-5jt,1
5419,17,L,1-3jt,6
5420,24,L,3-5jt,0
5421,28,P,1-3jt,1
5422,32,L,3-5jt,6
5423,24,L,1-3jt,6
5424,17,P,5-10jt,4
5425,29,L,1-3jt,2
5426,58,P,3-5jt,1
5427,27,L,5-10jt,4
5428,30,P,3-5jt,5
5429,41,P,3-5jt,2
5430,37,P,5-10jt,5
5431,36,P,1-3jt,4
5432,25,P,3-5jt,4
5433,39,L,5-10jt,4
5434,27,P,1-3jt,6
5435,22,L,1-3jt,5
5436,28,P,5-10jt,2
5437,44,L,5-10jt,6
5438,19,P,3-5jt,3
5439,43,P,1-3jt,0
5440,30,L,3-5jt,3
5441,24,L,5-10jt,3
5442,38,L,5-10jt,3
5443,53,P,1-3jt,4
5444,60,L,5-10jt,3
5445,36,L,1-3jt,3
5446,32,P,5-10jt,2
5447,54,P,5-10jt,6
5448,25,L,3-5jt,3
5449,25,L,3-5jt,6
5450,17,L,1-3jt,1
5451,42,L,5-10jt,4
5452,43,L,3-5jt,3
5453,44,P,3-5jt,0
5454,51,L,3-5jt,2
5455,47,P,5-10jt,5
5456,56,P,1-3jt,3
5457,51,L,3-5jt,6
5458,55,P,3-5jt,5
5459,29,P,5-10jt,4
5460,23,L,5-10jt,6
5461,48,L,1-3jt,1
5462,55,P,5-10jt,1
5463,26,P,1-3jt,1
5464,51,L,1-3jt,4
5465,28,P,5-10jt,1
5466,39,L,5-10jt,4
5467,30,P,5-10jt,1
5468,49,L,5-10jt,5
5469,49,P,1-3jt,6
5470,41,P,3-5jt,5
5471,44,P,3-5jt,3
5472,32,L,5-10jt,3
5473,50,P,3-5jt,6
5474,59,L,5-10jt,4
5475,41,P,1-3jt,3
5476,20,L,1-3jt,2
5477,20,P,5-10jt,6
5478,24,P,5-10jt,2
5479,21,P,1-3jt,3
5480,53,L,1-3jt,4
5481,39,L,1-3jt,6
5482,44,L,5-10jt,4
5483,33,L,5-10jt,3
5484,39,L,1-3jt,1
5485,33,L,5-10jt,4
5486,41,P,5-10jt,6
5487,54,P,3-5jt,5
5488,39,P,1-3jt,3
5489,32,L,5-10jt,2
5490,26,L,3-5jt,4
5491,51,P,5-10jt,2
5492,35,P,1-3jt,2
5493,26,L,3-5jt,6
5494,55,P,1-3jt,6
5495,58,P,5-10jt,6
5496,27,L,3-5jt,2
5497,28,P,1-3jt,5
5498,34,L,3-5jt,0
5499,60,P,5-10jt,1
5500,38,L,3-5jt,2
5501,58,L,1-3jt,3
5502,42,P,3-5jt,0
5503,56,L,3-5jt,0
5504,37,L,3-5jt,0
5505,30,P,5-10jt,4
5506,30,P,3-5jt,5
5507,57,L,1-3jt,3
5508,51,L,1-3jt,0
5509,60,L,5-10jt,0
5510,52,L,3-5jt,5
5511,47,P,5-10jt,4
5512,54,L,5-10jt,2
5513,53,P,5-10jt,3
5514,20,L,3-5jt,2
5515,55,L,3-5jt,1
5516,52,L,5-10jt,2
5517,42,L,1-3jt,0
5518,35,P,1-3jt,0
5519,36,L,1-3jt,3
5520,29,P,1-3jt,6
5521,20,P,5-10jt,6
5522,24,P,3-5jt,3
5523,54,L,5-10jt,5
5524,39,P,1-3jt,5
5525,45,L,5-10jt,1
5526,50,L,5-10jt,0
5527,42,P,3-5jt,1
5528,17,P,3-5jt,3
5529,43,P,5-10jt,2
5530,45,L,5-10jt,4
5531,40,P,1-3jt,5
5532,26,L,3-5jt,2
5533,51,L,5-10jt,6
5534,54,L,5-10jt,1
5535,59,L,5-10jt,5
5536,46,P,5-10jt,2
5537,27,P,5-10jt,6
5538,23,L,3-5jt,3
5539,36,P,3-5jt,0
5540,19,L,5-10jt,0
5541,32,P,5-10jt,5
5542,24,L,1-3jt,3
5543,32,P,5-10jt,6
5544,59,L,1-3jt,3
5545,56,P,5-10jt,3
5546,51,P,1-3jt,5
5547,59,L,3-5jt,6
5548,49,L,3-5jt,1
5549,50,P,3-5jt,4
5550,22,L,5-10jt,1
5551,52,P,1-3jt,3
5552,50,P,5-10jt,4
5553,50,P,1-3jt,2
5554,46,P,5-10jt,3
5555,34,L,1-3jt,3
5556,37,L,1-3jt,3
5557,56,P,1-3jt,3
5558,18,L,5-10jt,3
5559,45,L,1-3jt,3
5560,26,P,3-5jt,5
5561,60,L,3-5jt,3
5562,34,P,3-5jt,0
5563,26,P,5-10jt,0
5564,42,L,3-5jt,3
5565,46,P,5-10jt,0
5566,37,L,1-3jt,6
5567,36,L,5-10jt,3
5568,19,P,5-10jt,0
5569,28,L,1-3jt,4
5570,20,P,3-5jt,4
5571,22,P,3-5jt,4
5572,60,L,3-5jt,6
5573,36,P,1-3jt,1
5574,24,L,3-5jt,1
5575,23,P,1-3jt,6
5576,25,P,5-10jt,4
5577,51,L,3-5jt,2
5578,28,L,5-10jt,4
5579,46,P,3-5jt,5
5580,46,P,5-10jt,2
5581,23,L,5-10jt,0
5582,31,P,5-10jt,2
5583,53,P,3-5jt,0
5584,29,P,3-5jt,0
5585,33,P,5-10jt,0
5586,48,P,5-10jt,5
5587,55,L,1-3jt,4
5588,59,P,1-3jt,4
5589,57,L,5-10jt,6
5590,18,L,1-3jt,2
5591,19,P,1-3jt,4
5592,35,P,3-5jt,1
5593,56,P,5-10jt,5
5594,52,L,5-10jt,4
5595,18,P,5-10jt,3
5596,41,L,5-10jt,5
5597,58,P,5-10jt,0
5598,32,P,3-5jt,0
5599,53,L,5-10jt,3
5600,51,L,1-3jt,4
5601,43,P,5-10jt,1
5602,34,L,3-5jt,3
5603,31,L,1-3jt,1
5604,24,L,1-3jt,0
5605,59,P,3-5jt,1
5606,56,P,3-5jt,2
5607,58,L,5-10jt,0
5608,28,P,1-3jt,4
5609,60,L,3-5jt,2
5610,44,L,1-3jt,4
5611,59,P,5-10jt,1
5612,58,L,1-3jt,2
5613,37,P,1-3jt,1
5614,25,L,5-10jt,2
5615,53,P,5-10jt,6
5616,52,L,1-3jt,1
5617,30,L,1-3jt,2
5618,29,L,3-5jt,1
5619,42,L,1-3jt,2
5620,34,L,3-5jt,3
5621,38,P,5-10jt,2
5622,46,P,3-5jt,5
5623,60,L,5-10jt,4
5624,49,P,1-3jt,1
5625,45,P,5-10jt,6
5626,59,L,3-5jt,4
5627,43,L,3-5jt,6
5628,47,P,3-5jt,2
5629,48,L,1-3jt,1
5630,20,P,5-10jt,4
5631,47,P,3-5jt,0
5632,48,L,1-3jt,6
5633,48,L,1-3jt,6
5634,38,L,1-3jt,0
5635,35,P,5-10jt,0
5636,17,P,3-5jt,5
5637,54,L,1-3jt,2
5638,51,L,3-5jt,1
5639,57,P,3-5jt,6
5640,34,L,5-10jt,0
5641,42,L,1-3jt,3
5642,21,P,5-10jt,5
5643,18,L,5-10jt,6
5644,35,L,3-5jt,5
5645,30,L,1-3jt,1
5646,25,L,3-5jt,1
5647,36,L,5-10jt,5
5648,22,P,5-10jt,6
5649,18,L,1-3jt,3
5650,21,P,5-10jt,1
5651,35,P,3-5jt,0
5652,51,L,3-5jt,2
5653,58,P,5-10jt,2
5654,19,L,3-5jt,2
5655,18,P,3-5jt,0
5656,41,P,1-3jt,1
5657,44,L,1-3jt,6
5658,36,P,5-10jt,4
5659,55,P,1-3jt,2
5660,29,L,3-5jt,4
5661,48,L,5-10jt,1
5662,37,P,3-5jt,5
5663,50,L,5-10jt,1
5664,29,L,3-5jt,6
5665,42,L,3-5jt,5
5666,29,L,5-10jt,2
5667,34,P,1-3jt,1
5668,29,P,5-10jt,3
5669,53,L,3-5jt,1
5670,48,L,5-10jt,1
5671,41,P,5-10jt,1
5672,30,P,1-3jt,3
5673,38,L,5-10jt,0
5674,43,L,5-10jt,5
5675,51,L,1-3jt,1
5676,41,P,3-5jt,5
5677,21,L,1-3jt,1
5678,49,P,1-3jt,0
5679,24,P,1-3jt,4
5680,34,L,3-5jt,4
5681,44,L,3-5jt,0
5682,23,P,1-3jt,2
5683,49,L,3-5jt,2
5684,55,P,3-5jt,6
5685,47,P,5-10jt,3
5686,49,P,5-10jt,4
5687,40,P,3-5jt,2
5688,28,P,5-10jt,3
5689,26,P,5-10jt,2
5690,39,P,1-3jt,6
5691,27,L,3-5jt,1
5692,33,P,3-5jt,5
5693,42,P,3-5jt,2
5694,25,L,3-5jt,6
5695,41,P,3-5jt,1
5696,37,L,1-3jt,1
5697,26,P,5-10jt,1
5698,53,L,5-10jt,5
5699,52,P,3-5jt,2
5700,39,L,3-5jt,5
5701,55,L,5-10jt,2
5702,31,P,3-5jt,2
5703,34,L,5-10jt,4
5704,31,P,1-3jt,0
5705,41,L,1-3jt,4
5706,32,P,5-10jt,5
5707,47,L,3-5jt,4
5708,47,L,1-3jt,3
5709,26,L,1-3jt,5
5710,24,L,5-10jt,4
5711,47,P,1-3jt,0
5712,50,P,5-10jt,4
5713,60,L,1-3jt,2
5714,28,L,5-10jt,3
5715,49,P,1-3jt,4
5716,52,P,3-5jt,0
5717,60,L,5-10jt,1
5718,55,P,5-10jt,4
5719,37,P,5-10jt,2
5720,45,L,1-3jt,0
5721,55,L,5-10jt,0
5722,19,L,1-3jt,4
5723,46,P,3-5jt,0
5724,36,L,3-5jt,1
5725,45,L,5-10jt,0
5726,55,L,5-10jt,5
5727,56,P,1-3jt,6
5728,27,L,5-10jt,5
5729,55,P,1-3jt,0
5730,27,P,3-5jt,3
5731,31,P,1-3jt,2
5732,56,P,1-3jt,1
5733,49,L,5-10jt,5
5734,51,L,5-10jt,1
5735,47,P,5-10jt,4
5736,30,P,3-5jt,2
5737,38,P,5-10jt,6
5738,19,L,5-10jt,2
5739,33,L,5-10jt,1
5740,56,L,1-3jt,6
5741,56,L,3-5jt,5
5742,36,L,5-10jt,5
5743,48,P,5-10jt,3
5744,49,L,1-3jt,4
5745,21,L,1-3jt,2
5746,32,L,1-3jt,1
5747,50,L,1-3jt,4
5748,32,P,1-3jt,5
5749,31,P,3-5jt,3
5750,30,L,5-10jt,3
5751,46,P,3-5jt,1
5752,29,L,1-3jt,5
5753,29,L,1-3jt,1
5754,51,P,3-5jt,5
5755,21,P,1-3jt,5
5756,27,P,1-3jt,5
5757,29,L,3-5jt,5
5758,27,P,1-3jt,3
5759,60,L,3-5jt,4
5760,31,P,1-3jt,4
5761,19,L,1-3jt,3
5762,35,P,1-3jt,5
5763,19,P,1-3jt,1
5764,37,L,3-5jt,2
5765,17,P,3-5jt,5
5766,23,P,5-10jt,4
5767,60,P,1-3jt,3
5768,38,L,5-10jt,5
5769,23,P,3-5jt,5
5770,29,P,5-10jt,2
5771,47,L,1-3jt,3
5772,27,P,3-5jt,0
5773,52,P,1-3jt,2
5774,38,P,1-3jt,3
5775,53,L,3-5jt,4
5776,19,P,5-10jt,2
5777,28,P,5-10jt,3
5778,22,L,1-3jt,2
5779,19,P,3-5jt,6
5780,36,P,3-5jt,5
5781,58,L,5-10jt,0
5782,24,P,5-10jt,0
5783,49,P,5-10jt,1
5784,22,L,5-10jt,2
5785,40,L,3-5jt,4
5786,41,P,5-10jt,6
5787,17,L,3-5jt,6
5788,54,L,1-3jt,2
5789,55,L,5-10jt,4
5790,45,P,5-10jt,4
5791,36,L,5-10jt,3
5792,31,P,3-5jt,1
5793,51,L,5-10jt,6
5794,34,P,1-3jt,0
5795,48,L,5-10jt,5
5796,40,L,1-3jt,5
5797,33,P,3-5jt,0
5798,39,L,1-3jt,2
5799,22,L,5-10jt,0
5800,45,P,1-3jt,3
5801,53,P,5-10jt,1
5802,47,L,3-5jt,3
5803,40,P,1-3jt,2
5804,55,P,5-10jt,1
5805,49,P,5-10jt,2
5806,36,P,5-10jt,0
5807,35,L,1-3jt,6
5808,46,L,3-5jt,0
5809,58,P,5-10jt,4
5810,53,L,1-3jt,0
5811,25,L,1-3jt,4
5812,20,L,1-3jt,2
5813,56,P,5-10jt,0
5814,48,L,3-5jt,1
5815,60,P,1-3jt,5
5816,39,P,1-3jt,2
5817,25,P,5-10jt,6
5818,26,P,3-5jt,0
5819,28,P,5-10jt,2
5820,43,P,1-3jt,1
5821,32,L,1-3jt,3
5822,18,L,5-10jt,5
5823,51,P,3-5jt,6
5824,29,L,3-5jt,5
5825,56,L,3-5jt,2
5826,54,L,5-10jt,0
5827,52,L,1-3jt,5
5828,26,P,1-3jt,5
5829,31,P,1-3jt,2
5830,53,P,1-3jt,1
5831,56,L,3-5jt,4
5832,48,L,5-10jt,0
5833,46,P,3-5jt,0
5834,36,P,1-3jt,1
5835,25,L,3-5jt,0
5836,31,P,3-5jt,0
5837,46,L,5-10jt,1
5838,51,L,3-5jt,0
5839,49,P,5-10jt,6
5840,33,P,5-10jt,1
5841,40,L,1-3jt,3
5842,42,P,5-10jt,2
5843,23,L,3-5jt,1
5844,40,L,5-10jt,5
5845,21,L,1-3jt,4
5846,26,P,1-3jt,4
5847,35,P,3-5jt,1
5848,52,L,5-10jt,2
5849,41,L,3-5jt,4
5850,35,L,5-10jt,0
5851,21,L,1-3jt,0
5852,48,P,1-3jt,2
5853,31,L,5-10jt,3
5854,24,L,1-3jt,4
5855,22,P,3-5jt,6
5856,42,P,1-3jt,4
5857,53,P,3-5jt,0
5858,21,P,5-10jt,5
5859,18,P,1-3jt,5
5860,33,L,3-5jt,3
5861,23,P,5-10jt,2
5862,36,L,1-3jt,2
5863,31,L,5-10jt,0
5864,40,P,5-10jt,0
5865,37,P,5-10jt,1
5866,48,L,3-5jt,4
5867,20,L,1-3jt,1
5868,44,L,3-5jt,1
5869,43,P,1-3jt,4
5870,21,L,3-5jt,0
5871,56,L,3-5jt,6
5872,21,P,5-10jt,3
5873,17,P,3-5jt,0
5874,22,L,5-10jt,0
5875,41,L,5-10jt,6
5876,40,P,5-10jt,4
5877,30,P,3-5jt,6
5878,38,P,3-5jt,3
5879,60,P,5-10jt,0
5880,35,L,3-5jt,0
5881,25,P,3-5jt,6
5882,35,P,1-3jt,4
5883,29,L,1-3jt,4
5884,25,P,3-5jt,0
5885,43,L,1-3jt,4
5886,34,P,1-3jt,0
5887,59,P,5-10jt,6
5888,56,P,1-3jt,2
5889,26,P,1-3jt,0
5890,51,L,5-10jt,5
5891,37,L,1-3jt,3
5892,40,P,5-10jt,2
5893,32,P,3-5jt,3
5894,33,P,1-3jt,3
5895,60,L,1-3jt,3
5896,30,L,5-10jt,3
5897,47,L,1-3jt,3
5898,25,L,3-5jt,1
5899,53,L,1-3jt,1
5900,60,P,3-5jt,6
5901,38,L,3-5jt,3
5902,27,L,3-5jt,5
5903,28,L,3-5jt,5
5904,58,L,1-3jt,5
5905,30,P,5-10jt,6
5906,48,P,1-3jt,3
5907,58,L,3-5jt,4
5908,58,P,1-3jt,2
5909,40,P,5-10jt,0
5910,34,P,1-3jt,0
5911,44,P,1-3jt,3
5912,30,P,1-3jt,1
5913,31,P,1-3jt,6
5914,45,L,1-3jt,1
5915,24,L,3-5jt,0
5916,24,P,3-5jt,2
5917,31,P,1-3jt,4
5918,39,L,5-10jt,0
5919,20,L,3-5jt,6
5920,18,P,3-5jt,0
5921,31,L,5-10jt,5
5922,19,L,5-10jt,1
5923,60,L,3-5jt,1
5924,33,L,3-5jt,1
5925,43,P,5-10jt,4
5926,38,P,3-5jt,1
5927,27,L,5-10jt,5
5928,34,P,5-10jt,5
5929,31,P,3-5jt,6
5930,40,L,1-3jt,6
5931,43,P,5-10jt,5
5932,29,P,3-5jt,5
5933,55,L,3-5jt,1
5934,45,L,3-5jt,4
5935,57,L,5-10jt,3
5936,31,P,5-10jt,0
5937,34,L,5-10jt,5
5938,20,L,3-5jt,4
5939,32,P,5-10jt,2
5940,45,P,3-5jt,1
5941,41,P,5-10jt,5
5942,55,L,1-3jt,1
5943,31,P,1-3jt,6
5944,58,P,3-5jt,2
5945,39,P,5-10jt,4
5946,44,P,3-5jt,3
5947,33,P,3-5jt,0
5948,52,L,3-5jt,0
5949,26,P,1-3jt,5
5950,37,L,5-10jt,1
5951,53,L,1-3jt,3
5952,37,L,1-3jt,0
5953,22,L,3-5jt,3
5954,33,L,5-10jt,3
5955,23,L,1-3jt,3
5956,34,L,3-5jt,6
5957,18,P,1-3jt,2
5958,21,P,1-3jt,5
5959,47,P,5-10jt,6
5960,24,L,1-3jt,5
5961,17,P,3-5jt,6
5962,52,L,3-5jt,0
5963,28,P,3-5jt,6
5964,34,L,1-3jt,5
5965,37,P,1-3jt,0
5966,54,L,1-3jt,6
